Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Which of the following positions most closely reflects your job role? Please select all that apply.,,,,,Which of the following best describes your work environment? Please select all that apply. (i.e. If you are in a combined setting you may select multiple levels.),,,,,,,"Which of the following best describes the school(s) you work in, administer, or oversee? Please select all that apply.",,,,,"Below is a list of organizations and associations that provide programs, standards, and guidelines. Please select the ones which are useful to you in your work.",,,,,,,,,,,,,,,What does school library staffing look like in your place of work or the school(s) you support? Please select all that apply.,,,,,,How often do you collaborate and work with the school librarian(s)?,What are the main reasons you do not work with or collaborate more often with the school librarian?,"As an educator, how do you work with the school librarian? Please select all that apply.",,,,,,,Who usually initiates collaborations between yourself and the school librarian?,,"In your opinion, what are the school librarian’s most important contributions to the education program of the school?",In which of the following ways do you engage with your school librarian(s) to effectively maximize their contribution to your academic program? Please select all that apply.,,,,,,"Here is an image of the National School Library Standards for Learners, School Librarians, and School Libraries [book] produced by the American Association of School Librarians (AASL)? Please indicate whether you have seen this document before today or have a copy of this document. Please select all that apply. Standards Book Cover",,,,,,Here is an image of the AASL Standards Framework for Learners [pamphlet] produced by the American Association of School Librarians (AASL)? Please indicate whether you have seen this document before today or have a copy of this document. Please select all that apply. Learner Pamphlet Cover,,,,,,"How familiar are you with the content of the National School Library Standards for Learners, School Librarians, and School Libraries?","Overall, how would you rate the AASL National School Library Standards?",For what reason did you give that rating? Please explain your thinking.,"Below is a list of words and phrases. Please indicate how well you think each word or phrase describes the National School Library Standards for Learners, School Librarians, and School Libraries.",,,,,,,,,,"Please state how much you agree or disagree with each of the following statements about AASL’s National School Library Standards for Learners, School Librarians, and School Libraries.",,,Please state how much you agree or disagree with each of the following Common Beliefs of the school library profession.,,,,,,"Does the school librarian use the National School Library Standards for Learners, School Librarians, and School Libraries in their work?","In which of the following ways have you worked with the school librarian to implement the National School Library Standards for Learners, School Librarians, and School Libraries? Please select all that apply.",,,,,,,,,,,,,,What are some things that could be done to better aid your collaboration with your school librarian to implement the National School Library Standards?,How frequently do you use or refer to the National School Library Standards when working with your school librarian?,How often do you reference each of the following AASL Standards Frameworks when collaborating with your school librarian?,,,How often do you consider each of the AASL Standards Shared Foundations when collaborating with your school librarian?,,,,,,How often do you consider each of the AASL Standards Domains when collaborating with your school librarian?,,,,"Overall, how would you rate AASL’s efforts to set and maintain up-to-date and practical standards and supporting resources?",For what reason did you give that rating? Please explain your thinking.,What additional supports would have been helpful to you when you first encountered the National School Library Standards?,What is your age group?,What is the last grade of school you completed?,How many years have you been an educator?,"As an educator, how many years have you been in your current role?","In what state or U.S. territory do you work? If you are not currently working, pick the state or territory in which you live. If you live/work outside of the United States, please select “Outside of the United States” at the end of the list.",In what country do you work?,"Are you using an English version of the AASL standards, or one that has been translated from English into another language? Please select all that apply.",,,What is the primary language spoken in your work environment?,,"Are you of Hispanic or Latino background – such as Mexican, Puerto Rican, Cuban, or another Latin American background?",Which of the following categories best describes your race or ethnicity?,,Which of the following categories best describes your employment status?,,Is there anything else you would like to add?
118472079604,453683477,2023-11-16 15:16:31,2023-11-16 15:19:42,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,,,,,,Public school,,,,,,American Association of School Librarians (AASL),,,,,,,,,,,,,,,Certified / licensed school librarian,,,,,On a weekly basis,,The school librarian provides resources.,The school librarian supports my lessons.,,,,We collaborate on special events and programming.,,"It varies; sometimes me, sometimes someone else",,We would not be able to function without them. They are the backbone of our school.,,,,,Collaborative instruction and teaching.,,,,,"Yes, I have a copy that was given to me by a librarian.",,,,,,"Yes, I have a copy that was given to me by a librarian.",,,Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118471985468,453683477,2023-11-16 13:41:13,2023-11-16 13:47:25,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,,,,,,Public school,,,,,None of the above,,,,,,,,,,,,,,,,Certified / licensed school librarian,,,,,A couple times per year,"time, meeting standards, and the librarian at my school is amazing I believe the reason comes more from lack of time from my side. ",The school librarian provides resources.,The school librarian supports my lessons.,We plan instructional units together.,We deliver instruction together.,,We collaborate on special events and programming.,,"It varies; sometimes me, sometimes someone else",,,,,,Collaborative curriculum planning and unit or lesson planning with school librarians.,Collaborative instruction and teaching.,,"No, I have not seen this document.",,,,,,"No, I have not seen this document.",,,,,,Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118471942787,453683477,2023-11-16 12:58:25,2023-11-16 13:01:27,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,,,,,,Public school,,,,,,,,,Common Core State Standards Initiative (CCSS),,,,,,,,,,,,Certified / licensed school librarian,,,,,On a monthly basis,,The school librarian provides resources.,The school librarian supports my lessons.,We plan instructional units together.,We deliver instruction together.,,,,"It varies; sometimes me, sometimes someone else",,She’s smart and always willing to help.,,,,,Collaborative instruction and teaching.,,"No, I have not seen this document.",,,,,,"No, I have not seen this document.",,,,,,Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118471935591,453683477,2023-11-16 12:51:20,2023-11-16 12:53:32,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,,,,,,Public school,,,,,,,,,,,,,,National Board for Professional Teaching Standards (NBPTS),,National Council of Teachers of English (NCTE),,,,,Certified / licensed school librarian,,,,,On a monthly basis,,The school librarian provides resources.,The school librarian supports my lessons.,We plan instructional units together.,We deliver instruction together.,,We collaborate on special events and programming.,,"It varies; sometimes me, sometimes someone else",,Katie Rainer is an innovator and creative problem solver. I love working with her to discuss ideas and make them come to life. ,,School librarians participate in content/department meetings.,School librarians participate in grade-level meetings.,,Collaborative instruction and teaching.,,"No, I have not seen this document.",,,,,,"No, I have not seen this document.",,,,,,Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118471909060,453683477,2023-11-16 12:24:01,2023-11-16 12:26:36,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,,,,,,Public school,,,,,,American Association of School Librarians (AASL),,,Common Core State Standards Initiative (CCSS),,,,,National Board for Professional Teaching Standards (NBPTS),National Council for the Social Studies (NCSS),,,,,,Certified / licensed school librarian,Paraprofessional or other non-instructional staff,,,,A couple times per year,Not enough time!,The school librarian provides resources.,The school librarian supports my lessons.,,,,We collaborate on special events and programming.,,"It varies; sometimes me, sometimes someone else",,,,,,Collaborative curriculum planning and unit or lesson planning with school librarians.,Collaborative instruction and teaching.,,"No, I have not seen this document.",,,,,,"No, I have not seen this document.",,,,,,Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118471892999,453683477,2023-11-16 12:08:07,2023-11-16 12:16:13,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,High school,Multiple buildings,,,,Public school,,,,,,,,,Common Core State Standards Initiative (CCSS),,,,,,National Council for the Social Studies (NCSS),,,,,,Certified / licensed school librarian,Paraprofessional or other non-instructional staff,,,,A couple times per year,Time that I have to cover material keeps me from collaborating more. ,The school librarian provides resources.,The school librarian supports my lessons.,We plan instructional units together.,,,,,"It varies; sometimes me, sometimes someone else",,"Providing students and teachers with valuable resources, helping students to understand how to research topics and find reliable sources, supporting teachers in lesson ideas and technology incorporation. ",,,,,Collaborative instruction and teaching.,,,,,,"Yes, I have seen this document but do not have a copy.",,,,,,"Yes, I have seen this document but do not have a copy.",,Not too familiar,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,,Lesson preparation and learner assessment,Planning and delivering professional learning opportunities for other educators,Encouraging collaboration with teacher colleagues,Engaging with other educators across content areas,,,,,Developing curriculum,Advocating on behalf of the school library,Advocating on behalf of the learners,,,,Rarely,,,,,,,,,,,,,,Good,,,35-44,Post-graduate degree,15-19 years,5-9 years,Alabama,,,,,English,,No,White,,Employed full-time,,
118471878736,453683477,2023-11-16 11:54:27,2023-11-16 12:01:35,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,,,,,,Public school,,,,,,American Association of School Librarians (AASL),American Library Association (ALA),,Common Core State Standards Initiative (CCSS),,,,,,,National Council of Teachers of English (NCTE),,,,,Certified / licensed school librarian,Paraprofessional or other non-instructional staff,,,,On a monthly basis,,The school librarian provides resources.,The school librarian supports my lessons.,We plan instructional units together.,We deliver instruction together.,,,,"It varies; sometimes me, sometimes someone else",,-providing resources and support for teachers and students  -collaboration with teachers  ,,School librarians participate in content/department meetings.,,,Collaborative instruction and teaching.,,,,,,"Yes, I have seen this document but do not have a copy.",,,,,,"Yes, I have seen this document but do not have a copy.",,Not too familiar,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,,Lesson preparation and learner assessment,,Encouraging collaboration with teacher colleagues,Engaging with other educators across content areas,,,,,,,,Increasing the understanding of the role of the school librarian,,,Rarely,,,,,,,,,,,,,,Fair,,,25-34,Graduated 4-year college,5-9 years,5-9 years,Alabama,,,,,English,,No,White,,Employed full-time,,
118471855209,453683477,2023-11-16 11:31:59,2023-11-16 11:38:30,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,High school,,,,,Public school,,,,,,,American Library Association (ALA),,,,,,,,,National Council of Teachers of English (NCTE),,,,,Certified / licensed school librarian,Paraprofessional or other non-instructional staff,,,,On a monthly basis,,The school librarian provides resources.,The school librarian supports my lessons.,,We deliver instruction together.,,We collaborate on special events and programming.,,My school librarian,,Collaboration on lessons and instruction.,,,,,Collaborative instruction and teaching.,,,,"Yes, I have a copy that I received from my workplace.",,,,,,"Yes, I have a copy that I received from my workplace.",,,,Somewhat familiar,Excellent,,Describes completely,Describes completely,Describes completely,Describes completely,Describes completely,Describes completely,Describes completely,Describes completely,Describes completely,Describes completely,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,,Lesson preparation and learner assessment,,Encouraging collaboration with teacher colleagues,,,,Demonstrating learner success to others,Guiding instructional priorities,,Advocating on behalf of the school library,Advocating on behalf of the learners,Increasing the understanding of the role of the school librarian,,N/A,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Excellent,,N/A,25-34,Post-graduate degree,5-9 years,0-4 years,Alabama,,,,,English,,No,White,,Employed full-time,,N/A
118471304537,453683477,2023-11-15 23:11:09,2023-11-15 23:13:45,,,,,,,,Support staff (e.g. teacher’s aide),,,Elementary school,,,,,,,Public school,,,,,None of the above,,,,,,,,,,,,,,,,Certified / licensed school librarian,,,,,On a weekly basis,,The school librarian provides resources.,,,,,,,"It varies; sometimes me, sometimes someone else",,"Making reading fun, so students learn the joy of reading",I do not facilitate opportunities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118471037224,453683477,2023-11-15 15:55:41,2023-11-15 16:05:29,,,,,,,Teacher (e.g. educational faculty),,,,,Middle school or junior high school,,,,,,Public school,,,,,,,American Library Association (ALA),,Common Core State Standards Initiative (CCSS),,,,International Society for Technology in Education (ISTE),,,,,Next Generation Science Standards (NGSS),Association for Career and Technical Education (ACTE),,Certified / licensed school librarian,,,,,On a monthly basis,,The school librarian provides resources.,,,,,We collaborate on special events and programming.,We bounce ideas off one another; we share newsletter/event information and opportunities,"It varies; sometimes me, sometimes someone else",,"Our librarian provides formal instruction on library resources and good research practices. She knows YA literature, discusses books with our kids and makes recommendations based on their interests. Our librarian manages a lunchtime maker space and teaches in an after-school gifted and talented program. Our librarian is also our ""in-house"" technology resource - she comes to our classrooms to help solve computer problems, manages classroom technology used by students, and conveys all technology help requests to the IT department (we aren't allowed to send the requests ourselves). She opens her classroom space (the library) to a number of activities, participates in PLCs, and for me, is a good friend and listening ear.",,School librarians participate in content/department meetings.,,Collaborative curriculum planning and unit or lesson planning with school librarians.,,"STEM ideas/interests, special events","No, I have not seen this document.",,,,,,"No, I have not seen this document.",,,,,,Not at all familiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118470876808,453683477,2023-11-15 13:08:33,2023-11-15 13:08:48,,,,,,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118470737967,453683477,2023-11-15 11:01:25,2023-11-15 11:10:18,,,,,,,Teacher (e.g. educational faculty),,,,,,High school,,,,,Public school,,,,,,American Association of School Librarians (AASL),,,Common Core State Standards Initiative (CCSS),,,,,,National Council for the Social Studies (NCSS),,,,,,Certified / licensed school librarian,,,,,On a monthly basis,,The school librarian provides resources.,The school librarian supports my lessons.,,,,,,I do,,They help with technology,,,School librarians participate in grade-level meetings.,,,,"No, I have not seen this document.",,,,,,"No, I have not seen this document.",,,,,,Not too familiar,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,,,Planning and delivering professional learning opportunities for other educators,Encouraging collaboration with teacher colleagues,,,,,Guiding instructional priorities,,,,,,Increasing technology,Rarely,,,,,,,,,,,,,,Good,,,25-34,Post-graduate degree,5-9 years,5-9 years,Oklahoma,,,,,English,,No,White,,Employed full-time,,
118468731277,453683477,2023-11-13 13:06:30,2023-11-13 13:19:38,,,,,,,Teacher (e.g. educational faculty),,,Instructional Facilitator/ Coach,,,,,,"Local, state, or federal government office",,Public school,Private school,Charter school,,,,American Association of School Librarians (AASL),,,,,,Future Ready Schools,,,,,,,,,Certified / licensed school librarian,,,,,On a daily basis,,The school librarian provides resources.,,,,,We collaborate on special events and programming.,,"It varies; sometimes me, sometimes someone else",,,,School librarians participate in content/department meetings.,,,,,,"Yes, I have a copy that I purchased myself.",,,,,,,"Yes, I have a copy that I received from my workplace.",,,,Somewhat familiar,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
